"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vvvvu&geo=vvvvvvvvvvvvo&sec=g&freq=M&start=200101&end=202505&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=0"
"Wed Jul 30 2025 19:20:26 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Crestwood Dothan",54985,"AL","Electric utility non-cogen","IC","DFO"
"Crestwood Solar Center LLC",59914,"NC","Electric utility non-cogen","PV","SUN"
"Creswell Alligood Solar, LLC",59548,"NC","Electric utility non-cogen","PV","SUN"
"Crete",2231,"NE","Electric utility","IC","NG,DFO"
"Crete Energy Venture LLC",55253,"IL","Electric utility non-cogen","GT","NG"
"Cricket Valley Energy",57185,"NY","Electric utility non-cogen","CT,CA","NG"
"Crimson",65140,"CA","Electric utility non-cogen","BA","MWH"
"Crisfield",1563,"MD","Electric utility non-cogen","IC","DFO"
"Crisp Plant",753,"GA","Electric utility","GT","NG"
"Criterion",57300,"MD","Electric utility non-cogen","WT","WND"
"Crittenden Solar Facility",61310,"KY","Electric utility","PV","SUN"
"Crocker Wind Farm",60505,"SD","Electric utility non-cogen","WT","WND"
"Crockett Cogen Project",55084,"CA","Electric utility cogen","CS","NG"
"Crockett Farm",59561,"NC","Electric utility non-cogen","PV","SUN"
"Croda Atlas Point CHP",59783,"DE","Industrial cogen","IC","LFG"
"Crofton Bluffs Wind LLC",57278,"NE","Electric utility non-cogen","WT","WND"
"Cronin Road Solar 1, LLC CSG Hybrid",63011,"MA","Electric utility non-cogen","PV","SUN"
"Crooked Lake Solar, LLC",66185,"AR","Electric utility non-cogen","PV","SUN"
"Crooked Run",62678,"NC","Electric utility non-cogen","PV","SUN"
"Cross",130,"SC","Electric utility","ST","DFO,BIT"
"Cross Winds Energy Park",58830,"MI","Electric utility","WT","WND"
"Crossett Power Management LLC",66009,"TX","Electric utility non-cogen","BA","MWH"
"Crossett SD",67515,"AR","Electric utility non-cogen","PV","SUN"
"Crossett Solar",67915,"AR","Electric utility non-cogen","PV","SUN"
"Crossing Trails Wind Power Project LLC.",62489,"CO","Electric utility non-cogen","WT","WND"
"Crossroads Energy Center",55395,"MS","Electric utility","GT","NG"
"Crossroads Wind Farm",57332,"OK","Electric utility","WT","WND"
"Crosswind Energy Project",56859,"IA","Electric utility non-cogen","WT","WND"
"Croton",1701,"MI","Electric utility","HY","WAT"
"Croton Solar",65647,"NY","Electric utility non-cogen","PV","SUN"
"Crown",63635,"SC","Electric utility non-cogen","PV","SUN"
"Crown Cooling Facility",58527,"CA","Industrial non-cogen","PV","SUN"
"Crowned Ridge Wind Energy Center",60503,"SD","Electric utility non-cogen","WT","WND"
"Crowned Ridge Wind II Energy Center",63269,"SD","Electric utility","WT","WND"
"Croydon CT Generating Station",8012,"PA","Electric utility non-cogen","GT","DFO"
"Cruise Solar, LLC",65584,"NC","Electric utility non-cogen","PV","SUN"
"Crux Community Solar",61712,"MN","Electric utility non-cogen","PV","SUN"
"Crystal",6159,"CO","Electric utility","HY","WAT"
"Crystal Falls",1821,"MI","Electric utility","HY","WAT"
"Crystal Farms Local Solar",66714,"CA","Electric utility non-cogen","PV","SUN"
"Crystal Hill Solar",66839,"VA","Electric utility non-cogen","PV","SUN"
"Crystal Lake 3 LLC",57468,"IA","Electric utility non-cogen","WT","WND"
"Crystal River",628,"FL","Electric utility","ST,CT,CA","NG,DFO,BIT"
"Crystal Springs",10806,"ID","Electric utility non-cogen","HY","WAT"
"Cuba 2.5ac, LLC",64903,"NM","Electric utility non-cogen","PV","SUN"
"Cubera Solar, LLC",63346,"NC","Electric utility non-cogen","PV","SUN"
"Culbertson Generation Station",56606,"MT","Electric utility","GT","NG"
"Cumberland (NJ)",5083,"NJ","Electric utility non-cogen","GT","NG,KER"
"Cumberland (TN)",3399,"TN","Electric utility","ST","RC,DFO,BIT"
"Cumberland (WI)",4112,"WI","Electric utility","IC","NG,DFO"
"Cumberland County PA LFG Recovery",56887,"PA","Electric utility non-cogen","IC","LFG"
"Cumberland County Solid Waste Complex",56884,"NJ","Electric utility non-cogen","IC","LFG"
"Cumberland Rose",58456,"IA","Electric utility non-cogen","WT","WND"
"Cumberland Solar",62849,"WI","Electric utility non-cogen","PV","SUN"
"Cumblerland Land Holdings, LLC",61924,"AL","Electric utility non-cogen","PV","SUN"
"Cuming County Renewables, LLC",63393,"NE","Electric utility non-cogen","WT","WND"
"Cummins Whitakers PV Arrays",65470,"NC","Electric utility non-cogen","PV","SUN"
"Cummins, Inc",60453,"NY","Electric utility non-cogen","PV","SUN"
"Cunningham",2454,"NM","Electric utility","GT,ST","NG"
"Cunningham Solar LLC",67235,"VA","Electric utility non-cogen","PV","SUN"
"Cunningham Storage",65410,"TX","Electric utility non-cogen","BA","MWH"
"Currant Creek",56102,"UT","Electric utility","CT,CA","NG"
"Currin Solar, LLC",60403,"NC","Electric utility non-cogen","PV","SUN"
"Curry Solar",64226,"GA","Electric utility non-cogen","PV","SUN"
"Curtis",2232,"NE","Electric utility","IC","NG,DFO"
"Curtis H Stanton Energy Center",55821,"FL","Electric utility non-cogen","CT,CA","NG"
"Curtis Hill Solar CSG",60851,"MA","Electric utility non-cogen","PV","SUN"
"Curtis Palmer Hydroelectric",54580,"NY","Electric utility non-cogen","HY","WAT"
"Cushaw",3798,"VA","Electric utility","HY","WAT"
"Cushing",2975,"OK","Electric utility","IC","NG,DFO"
"Cushman 1",3914,"WA","Electric utility","HY","WAT"
"Cushman 2",3915,"WA","Electric utility","HY","WAT"
"Custer Energy Center",7795,"WI","Electric utility","GT","NG"
"Cutlass Solar 1 LLC",66310,"TX","Electric utility non-cogen","PV","SUN"
"Cutlass Solar II",66262,"TX","Electric utility non-cogen","PV","SUN"
"Cutler Hydro",3646,"UT","Electric utility","HY","WAT"
"Cutrale Citrus Juices USA I",10020,"FL","Industrial non-cogen","GT","NG"
"Cutrale Citrus Juices USA II",10188,"FL","Industrial non-cogen","GT","NG"
"Cutten",65538,"TX","Electric utility non-cogen","IC","DFO"
"Cuyahoga County Landfill",62041,"OH","Electric utility non-cogen","PV","SUN"
"Cuyahoga Falls 1",62658,"OH","Electric utility","IC","DFO"
"Cuyama Solar, LLC",60043,"CA","Electric utility non-cogen","PV","SUN"
"Cuyamaca Peak Energy Plant",55512,"CA","Electric utility","GT","NG"
"Cycz Solar Project CSG Hybrid",63472,"MA","Electric utility non-cogen","PV","SUN"
"Cymric 31X Cogen",52081,"CA","Industrial cogen","GT","NG"
"Cymric 36W Cogen",52104,"CA","Industrial cogen","GT","NG"
"Cymric 6Z Cogen",52082,"CA","Industrial cogen","GT","NG"
"Cyril",61614,"OK","Electric utility","PV","SUN"
"Czub CSG",63057,"NY","Electric utility non-cogen","PV","SUN"
"D B Wilson",6823,"KY","Electric utility","ST","DFO,BIT"
"D G Hunter",6558,"LA","Electric utility","IC","NG"
"D'Arrigo Brothers - Phase 4",63486,"CA","Electric utility non-cogen","PV","SUN"
"DADS Gas Recovery",56530,"CO","Electric utility non-cogen","IC","LFG"
"DANC LFGTE Facility",56958,"NY","Electric utility non-cogen","IC","LFG"
"DC Water Solar",63917,"DC","Electric utility non-cogen","PV","SUN"
"DCO Burlington",63492,"NJ","Industrial cogen","GT","NG"
"DD Fayetteville Solar NC LLC",59117,"NC","Electric utility","PV","SUN"
"DD Hay Road Solar 23 LLC",59715,"DE","Electric utility non-cogen","PV","SUN"
"DDR Shoppers World",60754,"MA","Electric utility non-cogen","PV","SUN"
"DE Solar 10240 Old Dowd Rd",57334,"NC","Electric utility","PV","SUN"
"DE Solar 1725 Drywall Dr",57336,"NC","Electric utility","PV","SUN"
"DE Solar 657 Brigham Rd",57335,"NC","Electric utility","PV","SUN"
"DEC Phase II at Georgetown",63392,"DE","Electric utility non-cogen","PV","SUN"
"DG AMP 1048 Wadsworth",62942,"OH","Electric utility non-cogen","PV","SUN"
"DG AMP Rittman Rd",62941,"OH","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Bowling Green",60622,"OH","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Brewster",61818,"OH","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Coldwater",61435,"MI","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Front Royal",61055,"VA","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Jackson Center",61438,"OH","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Orrville 3",61436,"OH","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Piqua Manier",62792,"OH","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Piqua Staunton",61805,"OH","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Smyrna",61800,"DE","Electric utility non-cogen","PV","SUN"
"DG AMP Solar Versailles",61437,"OH","Electric utility non-cogen","PV","SUN"
"DG Amaze ACY1",63286,"NJ","Electric utility non-cogen","PV","SUN"
"DG Camden LLC Holtec",61515,"NJ","Electric utility non-cogen","PV","SUN"
"DG Crystal Spring CSG",61555,"MA","Electric utility non-cogen","PV","SUN"
"DG Dighton LLC CSG",61634,"MA","Electric utility non-cogen","PV","SUN"
"DG Florham Park Solar LLC",62586,"NJ","Electric utility non-cogen","PV","SUN"
"DG Foxborough Elm CSG",61590,"MA","Electric utility non-cogen","PV","SUN"
"DG Green Arrow",68242,"MN","Electric utility non-cogen","PV","SUN"
"DG Harlem Solar",67751,"IL","Electric utility non-cogen","PV","SUN"
"DG Haverhill CSG",61550,"MA","Electric utility non-cogen","PV","SUN"
"DG Infineum",62958,"NJ","Electric utility non-cogen","PV","SUN"
"DG Iron Mountain",62957,"NJ","Electric utility non-cogen","PV","SUN"
"DG Moorman Creek",67144,"NY","Electric utility non-cogen","PV","SUN"
"DG New Jersey Solar RLS Logistics",61507,"NJ","Electric utility non-cogen","PV","SUN"
"DG Tufts Knoll LLC CSG",61635,"MA","Electric utility non-cogen","PV","SUN"
"DG Tufts Science LLC CSG",61633,"MA","Electric utility non-cogen","PV","SUN"
"DG Webster LLC CSG",61636,"MA","Electric utility non-cogen","PV","SUN"
"DGS Central California Womens Facility",63419,"CA","Electric utility non-cogen","PV","SUN"
"DGS Valley State Prison",63947,"CA","Electric utility non-cogen","PV","SUN"
"DGS Wasco State Prison",63418,"CA","Electric utility non-cogen","PV","SUN"
"DIA 8",65806,"CO","Electric utility non-cogen","PV","SUN"
"DIA 9",67201,"CO","Electric utility non-cogen","PV","SUN"
"DIVOCSG 13",68412,"MN","Electric utility non-cogen","PV","SUN"
"DIVOCSG 2 LLC",68330,"MN","Electric utility non-cogen","PV","SUN"
"DL Windy Acres LLC",56207,"MN","Electric utility non-cogen","WT","WND"
"DOCCS Eastern",65298,"NY","Electric utility non-cogen","PV","SUN"
"DOCCS Greene",66586,"NY","Electric utility non-cogen","PV","SUN"
"DOCCS Greenhaven",65300,"NY","Electric utility non-cogen","PV","SUN"
"DOCCS Midstate",65297,"NY","Electric utility non-cogen","PV","SUN"
"DOCCS Wende",65299,"NY","Electric utility non-cogen","PV","SUN"
"DPC Madison",67795,"IA","Electric utility non-cogen","PV","SUN"
"DPC York",67796,"IL","Electric utility non-cogen","PV","SUN"
"DRPA Ashland Station Solar Project",66021,"NJ","Electric utility non-cogen","PV","SUN"
"DRPA Ferry Ave Station Solar Project",66028,"NJ","Electric utility non-cogen","PV","SUN"
"DRPA Lindenwold Station Solar Project",65658,"NJ","Electric utility non-cogen","PV","SUN"
"DRPA Woodcrest Station Solar Project",66020,"NJ","Electric utility non-cogen","PV","SUN"
"DSH (CA) - Coalinga State Hospital",59746,"CA","Electric utility non-cogen","PV","SUN"
"DSI Don Solar",67588,"MN","Electric utility non-cogen","PV","SUN"
"DSI Julie Solar",67958,"MN","Electric utility non-cogen","PV","SUN"
"DSM Nutritional Products Solar",62713,"NJ","Electric utility non-cogen","PV","SUN"
"DSM Pharmaceuticals",54887,"NC","Industrial cogen","IC,GT","NG,DFO"
"DSM Solar",60739,"NJ","Electric utility non-cogen","PV","SUN"
"DTE Atlantic, LLC",62492,"NJ","Electric utility non-cogen","GT","NG"
"DWW Solar ll",62657,"CT","Electric utility non-cogen","PV","SUN"
"Da Silva Dairy",68840,"CA","Industrial non-cogen","PV","SUN"
"Dafter",1868,"MI","Electric utility","IC","DFO"
"Daggett 2",64851,"CA","Electric utility non-cogen","BA,PV","MWH,SUN"
"Daggett 3",64852,"CA","Electric utility non-cogen","BA,PV","MWH,SUN"
"Dahlberg",7709,"GA","Electric utility non-cogen","GT","NG,DFO"
"Dahowa Hydro",50280,"NY","Electric utility non-cogen","HY","WAT"
"Dairy Farm",68042,"ME","Electric utility non-cogen","PV","SUN"
"Dakota",67635,"IL","Electric utility non-cogen","PV","SUN"
"Dakota Community Solar One LLC CSG",63116,"MN","Electric utility non-cogen","PV","SUN"
"Dakota Range III Wind Project",63102,"SD","Electric utility non-cogen","WT","WND"
"Dakota Range Wind",68318,"SD","Electric utility","WT","WND"
"Dakota Solar 1, LLC",67614,"IL","Electric utility non-cogen","PV","SUN"
"Dale Hollow",3424,"TN","Electric utility","HY","WAT"
"Dalles Dam North Fishway Project",7431,"OR","Electric utility","HY","WAT"
"Dallman",963,"IL","Electric utility","ST","NG,BIT"
"Dalton 2",59556,"GA","Electric utility","PV","SUN"
"Dam 2",7246,"AR","Electric utility","HY","WAT"
"Dam No. 4 Hydro Station",6543,"WV","Electric utility non-cogen","HY","WAT"
"Dam No. 5 Hydro Station",6544,"WV","Electric utility non-cogen","HY","WAT"
"Dan E Karn",1702,"MI","Electric utility","ST","NG,RFO"
"Dan River",2723,"NC","Electric utility","CT,CA","NG"
"Danbury Dam",4019,"WI","Electric utility non-cogen","HY","WAT"
"Danbury Hospital Cogen Plant",58152,"CT","Commercial cogen","GT","NG"
"Dane County Airport Solar",64080,"WI","Electric utility","PV","SUN"
"Dane County Solar LLC",66419,"WI","Electric utility non-cogen","PV","SUN"
"Danell Bros Inc",65364,"CA","Industrial non-cogen","PV","SUN"
"Dania Beach 7",65978,"FL","Electric utility","CT,CA","NG"
"Daniel Farm LLC",59126,"NC","Electric utility non-cogen","PV","SUN"
"Danielson Wind Farms LLC",57396,"MN","Electric utility non-cogen","WT","WND"
"Dans Mountain",67962,"MD","Electric utility non-cogen","WT","WND"
"Dansby",6243,"TX","Electric utility","GT,ST","NG"
"Danskammer Generating Station",2480,"NY","Electric utility non-cogen","IC,ST","NG,DFO"
"Danville",61849,"VA","Electric utility non-cogen","PV","SUN"
"Danville Farm, LLC",63965,"VA","Electric utility non-cogen","PV","SUN"
"Danville Kentuck Road Plant",56364,"VA","Electric utility","IC","DFO"
"Darby Power, LLC",55247,"OH","Electric utility non-cogen","GT","NG,DFO"
"Darbytown",7212,"VA","Electric utility","GT","NG,DFO"
"Dardanelle",199,"AR","Electric utility","HY","WAT"
"Darien Solar",64534,"WI","Electric utility","PV","SUN"
"Darlington County",3250,"SC","Electric utility","GT","NG,DFO"
"Darlington Solar, LLC",60993,"SC","Electric utility non-cogen","PV","SUN"
"Darrington",57969,"WA","Industrial cogen","ST","WDS"
"Dart Container Corp",58476,"PA","Industrial cogen","GT","LFG"
"Dartmouth",58682,"MA","Electric utility non-cogen","PV","SUN"
"Dartmouth College Heating Plant",54409,"NH","Commercial cogen","ST","RFO"
"Dartmouth Farms Solar",65636,"MA","Electric utility non-cogen","PV","SUN"
"Dartmouth II Solar",57838,"MA","Electric utility non-cogen","PV","SUN"
"Dartmouth Landfill",59131,"MA","Electric utility non-cogen","PV","SUN"
"Dartmouth Power Associates LP",52026,"MA","Electric utility non-cogen","CT,GT","NG,DFO"
"Dartmouth Solar",57473,"MA","Electric utility non-cogen","PV","SUN"
"Dashville",2481,"NY","Electric utility","HY","WAT"
"Daum Solar",62412,"NY","Electric utility non-cogen","PV","SUN"
"Dave Gates Generating Station",56908,"MT","Electric utility","GT","NG"
"Dave Johnston",4158,"WY","Electric utility","ST","DFO,SUB"
"Davenport Water Pollution Control Plant",55035,"IA","Commercial cogen","IC","OBG,NG"
"David City",2233,"NE","Electric utility","IC","NG,DFO"
"Davidson Gas Producers LLC",57436,"NC","Electric utility non-cogen","IC","LFG"
"Davidson III",68601,"NC","Electric utility non-cogen","PV","SUN"
"Davidson IV",68602,"NC","Electric utility non-cogen","PV","SUN"
"Davidson V",68603,"NC","Electric utility non-cogen","PV","SUN"
"Davis Besse",6149,"OH","Electric utility non-cogen","ST","NUC"
"Davis Dam",152,"AZ","Electric utility","HY","WAT"
"Davis Lane Solar, LLC",61581,"NC","Electric utility non-cogen","PV","SUN"
"Davis Monthan AFB (AZ) West Airfield",59779,"AZ","Electric utility non-cogen","PV","SUN"
"Davis Solar",66488,"NY","Electric utility non-cogen","PV","SUN"
"Day County Wind LLC",57194,"SD","Electric utility non-cogen","WT","WND"
"Day Four Solar LLC",62905,"NJ","Electric utility non-cogen","PV","SUN"
"Day Hill Solar, LLC",63957,"OR","Electric utility non-cogen","PV","SUN"
"Day Hollow Road Community Solar",65826,"NY","Electric utility non-cogen","PV","SUN"
"Daybreak Solar",64974,"OR","Electric utility non-cogen","PV","SUN"
"Daystar Solar",60179,"NC","Electric utility non-cogen","PV","SUN"
"Dayton (IA)",1135,"IA","Electric utility","IC","DFO"
"Dayton Cutoff Solar",61827,"OR","Electric utility non-cogen","PV","SUN"
"Dayton Hydro",10520,"IL","Electric utility non-cogen","HY","WAT"
"Daytona International Speedway Solar",60005,"FL","Electric utility","PV","SUN"
"De Pere Energy Center",55029,"WI","Electric utility","GT","NG,DFO"
"De Sabla",232,"CA","Electric utility","HY","WAT"
"DeBary",6046,"FL","Electric utility","GT","NG,DFO"
"DeCordova Steam Electric Station",8063,"TX","Electric utility non-cogen","GT","NG,DFO"
"DeGraff Butler Electric",66609,"KS","Electric utility","PV","SUN"
"DePue Holdings, LLC",63845,"IL","Electric utility non-cogen","PV","SUN"
"DeRidder Mill",10488,"LA","Industrial cogen","ST","NG,WDS,BLQ"
"DeSoto Next Generation Solar Energy",56929,"FL","Electric utility","PV","SUN"
"Deadwood Creek",7507,"CA","Electric utility non-cogen","HY","WAT"
"Dean",55718,"MI","Electric utility","GT","NG"
"Dearborn",3256,"SC","Electric utility","HY","WAT"
"Dearborn Energy Center",62289,"MI","Electric utility","CT,CA","NG"
"Dearborn Industrial Generation",55088,"MI","Electric utility cogen","GT,ST","NG,BFG"
"Debary Solar Power Plant",62542,"FL","Electric utility","PV","SUN"
"Decatur Co. Solar RES (IN)",59988,"IN","Electric utility","PV","SUN"
"Decatur County Solar Project",59449,"GA","Electric utility non-cogen","PV","SUN"
"Decatur Energy Center",55292,"AL","Electric utility non-cogen","CT,CA","NG"
"Decatur Parkway Solar Project, LLC",59450,"GA","Electric utility non-cogen","PV","SUN"
"Decatur Solar",67047,"GA","Electric utility non-cogen","PV","SUN"
"Decatur-Morgan Co LFG Recovery Project",58061,"AL","Electric utility non-cogen","IC","LFG"
"Deep Branch Farm",61403,"NC","Electric utility non-cogen","PV","SUN"
"Deep Creek",1567,"MD","Electric utility non-cogen","HY","WAT"
"Deer Creek (UT)",6404,"UT","Electric utility","HY","WAT"
"Deer Creek 2",64861,"CA","Electric utility non-cogen","PV","SUN"
"Deer Creek PH",233,"CA","Electric utility non-cogen","HY","WAT"
"Deer Creek PV",59855,"IN","Electric utility","PV","SUN"
"Deer Creek Station",56610,"SD","Electric utility","CT,CA","NG"
"Deer Island Treatment Plant",10823,"MA","Commercial cogen","WT,GT,ST,PV","OBG,DFO,SUN,WND"
"Deer Park",58786,"NY","Electric utility non-cogen","PV","SUN"
"Deer Park Energy Center",55464,"TX","Electric utility cogen","CT,CA","NG"
"Deer Rips",1488,"ME","Electric utility non-cogen","HY","WAT"
"Deercroft I & II LFGTE",54956,"IN","Electric utility","IC","LFG"
"Deerfield 2",6047,"MA","Electric utility non-cogen","HY","WAT"
"Deerfield 3",6083,"MA","Electric utility non-cogen","HY","WAT"
"Deerfield 4",6119,"MA","Electric utility non-cogen","HY","WAT"
"Deerfield 5",1620,"MA","Electric utility non-cogen","HY","WAT"
"Deerfield CSG Solar",60775,"MA","Electric utility non-cogen","PV","SUN"
"Deerfield Wind Energy 2",65742,"MI","Electric utility non-cogen","WT","WND"
"Deerfield Wind Energy, LLC",60883,"MI","Electric utility non-cogen","WT","WND"
"Deerfield Wind LLC",61039,"VT","Electric utility non-cogen","WT","WND"
"Deerhaven Generating Station",663,"FL","Electric utility","ST,GT","NG,DFO"
"Deerhaven Renewable",57241,"FL","Electric utility","ST","NG,WDS"
"Deferiet",2552,"NY","Electric utility non-cogen","HY","WAT"
"Degray",187,"AR","Electric utility","HY,PS","WAT"
"Del Ranch Company",10632,"CA","Electric utility non-cogen","ST","GEO"
"Delanco",64411,"NJ","Electric utility non-cogen","PV","SUN"
"Delano",1969,"MN","Electric utility","IC","DFO"
"Delano Land 1",61116,"CA","Electric utility non-cogen","PV","SUN"
"Delaware City 10",592,"DE","Electric utility non-cogen","GT","DFO"
"Delaware City Plant",52193,"DE","Industrial cogen","GT,ST","OG,NG"
"Delaware Generating Station",3160,"PA","Electric utility non-cogen","GT","DFO"
"Delco Farm",61088,"NC","Electric utility non-cogen","PV","SUN"
"Delilah Road Landfill",58951,"NJ","Electric utility non-cogen","PV","SUN"
"Delilah Solar Energy LLC",63194,"TX","Electric utility non-cogen","PV","SUN"
"Dell Power Station",55340,"AR","Electric utility","CT","NG,DFO"
"Dells",4002,"WI","Electric utility","HY","WAT"
"Delphinus Community Solar",61329,"MN","Electric utility non-cogen","PV","SUN"
"Delray",1728,"MI","Electric utility","GT","NG"
"Delta Electronics Fremont",67853,"CA","Industrial non-cogen","PV","SUN"
"Delta Energy Center",55333,"CA","Electric utility non-cogen","CT,CA","NG"
"Delta Energy Park",63259,"MI","Electric utility","GT,CT,CA","NG"
"Delta Power",56325,"AK","Electric utility","GT","DFO"
"Delta Solar Power I",61954,"MI","Electric utility non-cogen","PV","SUN"
"Delta Solar Power II",61955,"MI","Electric utility non-cogen","PV","SUN"
"Delta Wind Farm",58511,"AK","Electric utility non-cogen","WT","WND"
"Delta Wind Farm (MS)",66000,"MS","Electric utility non-cogen","WT","WND"
"Delta's Edge Solar",66759,"MS","Electric utility non-cogen","PV","SUN"
"Dement Farm LLC",58874,"NC","Electric utility non-cogen","PV","SUN"
"Demille Solar Farm",60346,"MI","Electric utility","PV","SUN"
"Deming Solar Energy Center",57575,"NM","Electric utility","PV","SUN"
"Dempsey Ridge Wind Farm",56665,"OK","Electric utility non-cogen","WT","WND"
"Deneb Community Solar",61715,"MN","Electric utility non-cogen","PV","SUN"
"Denison",6416,"TX","Electric utility","HY","WAT"
"Denison Solar Array",61637,"OH","Electric utility non-cogen","PV","SUN"
"Denmark Solar",62211,"SC","Electric utility non-cogen","PV","SUN"
"Dennis Landfill",59082,"MA","Electric utility non-cogen","PV","SUN"
"Dennison",58787,"NY","Electric utility non-cogen","PV","SUN"
"Denton Energy Center",61643,"TX","Electric utility","IC","NG"
"Denver Braswell PV",61441,"GA","Electric utility non-cogen","PV","SUN"
"Denver Int Airport",56815,"CO","Electric utility non-cogen","PV","SUN"
"Denver Intl Airport IV Solar",59462,"CO","Electric utility non-cogen","PV","SUN"
"Denver Metro Solar",61563,"CO","Electric utility non-cogen","PV","SUN"
"Department of Justice",64517,"CA","Electric utility non-cogen","PV","SUN"
"Depot Hill Solar CSG",60852,"MA","Electric utility non-cogen","PV","SUN"
"Depot Park Solar System",58119,"CA","Electric utility non-cogen","PV","SUN"
"Depot Solar Center, LLC",61691,"VA","Electric utility non-cogen","PV","SUN"
"Dept of Corrections NCCI Wind",58992,"MA","Commercial non-cogen","WT","WND"
"Dept of General Services -FTB",60861,"CA","Electric utility non-cogen","PV","SUN"
"Derby Hydro",10063,"CT","Electric utility non-cogen","HY","WAT"
"Dermott Wind",60902,"TX","Electric utility non-cogen","WT","WND"
"Desert Basin",55129,"AZ","Electric utility","GT,CT,CA","NG"
"Desert Green Solar Farm LLC",57959,"CA","Electric utility non-cogen","PV","SUN"
"Desert Harvest II LLC",64103,"CA","Electric utility non-cogen","BA,PV","MWH,SUN"
"Desert Harvest, LLC",62177,"CA","Electric utility non-cogen","PV","SUN"
"Desert Hot Springs Solar",58514,"CA","Electric utility non-cogen","PV","SUN"
"Desert Meadow Windfarm",57430,"ID","Electric utility non-cogen","WT","WND"
"Desert Peak Energy Storage I",65987,"CA","Electric utility non-cogen","BA","MWH"
"Desert Peak Energy Storage II",65988,"CA","Electric utility non-cogen","BA","MWH"
"Desert Peak Power Plant",10018,"NV","Electric utility non-cogen","BT","GEO"
"Desert Quartzite",59871,"CA","Electric utility non-cogen","BA,PV","MWH,SUN"
"Desert Sky",55992,"TX","Electric utility non-cogen","WT","WND"
"Desert Star Energy Center",55077,"NV","Electric utility","CT,CA","NG"
"Desert Star Hybrid",59444,"AZ","Electric utility","PV","SUN"
"Desert Sunlight 250, LLC",58542,"CA","Electric utility non-cogen","PV","SUN"
"Desert Sunlight 300, LLC",57993,"CA","Electric utility non-cogen","PV","SUN"
"Desert Willow Energy Storage",67598,"TX","Electric utility non-cogen","BA","MWH"
"Desert Wind Farm, LLC",59968,"NC","Electric utility non-cogen","WT","WND"
"Deshler Solar",68693,"NE","Electric utility","PV","SUN"
"Desper Solar",62730,"VA","Electric utility","PV","SUN"
"Dessie Solar Center LLC",58952,"NC","Electric utility non-cogen","PV","SUN"
"Detour",6369,"MI","Electric utility","IC","DFO"
"Detroit",3077,"OR","Electric utility","HY","WAT"
"Detroit Lakes",1970,"MN","Electric utility","GT","DFO"
"Deuel Harvest Wind Energy LLC",62943,"SD","Electric utility non-cogen","WT","WND"
"Devens",59358,"MA","Electric utility non-cogen","PV","SUN"
"Devil Canyon",436,"CA","Electric utility","HY","WAT"
"Devon Station",544,"CT","Electric utility non-cogen","GT","NG,KER"
"Deweys Mill",10137,"VT","Electric utility","HY","WAT"
"Dexter",3078,"OR","Electric utility","HY","WAT"
"Dexter Plant",10538,"NY","Electric utility non-cogen","HY","WAT"
"Diablo",6432,"WA","Electric utility","HY","WAT"
"Diablo Canyon",6099,"CA","Electric utility","ST","NUC"
"Diablo Energy Storage",62175,"CA","Electric utility non-cogen","BA","MWH"
"Diablo Winds LLC",56271,"CA","Electric utility non-cogen","WT","WND"
"Diamond H Dairy Power",64622,"CA","Electric utility non-cogen","IC","OBG"
"Diamond Island Plant",10540,"NY","Electric utility non-cogen","HY","WAT"
"Diamond Solar",61974,"SC","Electric utility non-cogen","PV","SUN"
"Diamond Spring, LLC",63327,"OK","Electric utility non-cogen","WT","WND"
"Diamond Trail Wind Farm",63641,"IA","Electric utility","WT","WND"
"Diamond Valley Lake",7942,"CA","Electric utility","HY","WAT"
"Diamond Valley Solar Project",59405,"CA","Electric utility non-cogen","PV","SUN"
"Diamond Vista Wind Project, LLC",61789,"KS","Electric utility non-cogen","WT","WND"
"Diamond Willow Wind Facility",56782,"MT","Electric utility","WT","WND"
"Diana Hydroelectric",10237,"NY","Electric utility non-cogen","HY","WAT"
"Dibrell Farm",58346,"NC","Electric utility non-cogen","PV","SUN"
"Dick's Creek",2831,"OH","Electric utility non-cogen","GT","NG"
"Dickens",65489,"TX","Electric utility non-cogen","BA","MWH"
"Dickerson Power",1572,"MD","Electric utility non-cogen","GT","NG,DFO"
"Dickinson Solar",62946,"PA","Electric utility non-cogen","PV","SUN"
"Dickinson Solar (CT)",63245,"CT","Electric utility non-cogen","PV","SUN"
"Dickinson Solar Array",60652,"MN","Electric utility","PV","SUN"
"Diesel Generators",56070,"WI","Electric utility","IC","DFO"
